name,type,unit,orig_group,cat,cat_name,subcategory,subcategory_secondary,lifecycle,activation,validation,validation_note,severity,recommendation,behavior_risk,consumer,ctor_transfer_target,guard_chain,code_transforms,src_default,set_value,runtime,effective_value,effective_formula,derived_variable,dynamic_range,observed_baseline_range,effect,dependencies,evidence
InpECv2MaxMult,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Core risk multipliers,,Production,Active,Engineering-default,defensive-only design,P3,Keep,Low,"CEquityCurveRiskController Clamp calls (ctrl:439,459,480,501)",,"binding UPPER clamp on targetMult/currentMult and on composite (ctrl:439,459,480,501); + orchestrator applies mult only if <1.0 (CTradeOrchestrator.mqh:479)","clamp, stack",1.00,1.0,1.000000,"1.00 -> hard ceiling; CLIPS every >1.0 relax/ceiling (InpECVolLowRelax 1.03, InpECVolCeiling 1.05) to 1.0","feeds composite m_currentMult × m_volAdjustment × m_fwdAdjustment, clamp [0.58,1.00]",EC composite multiplier (CEquityCurveRiskController:501),"[0.58, 1.00] (MinMult×VolFloor×FwdFloor .. MaxMult)","per-trade, state-dependent",Caps the governor at 1.0 so it is strictly defensive; any upside multiplier is clipped away and never boosts risk.,"clips InpECVolLowRelax, InpECVolCeiling, InpECFwdCeiling, InpECStratMaxAdj",VERIFIED-FINDING: MaxMult=1.0 clips the >1.0 relax/ceiling
InpECv2WarmupMult,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Core risk multipliers,,Production,Active,Evidence-backed-adopted,"0.90 tested = -7% PnL, reverted to 1.0",P3,Keep,Low,CEquityCurveRiskController::GetRiskMultiplier (ctrl:478-480),,"warmup branch only (m_closedTrades<MinTrades): warmup_mult=InpECv2WarmupMult *= m_volAdjustment, Clamp[MinMult,MaxMult] (ctrl:478-480)",,1.00,1.0,1.000000,1.00 = identity during warmup (any vol-layer cut still applies),static (init-effective = runtime scalar),—,—,—,Risk multiplier applied during the 50-trade warmup; held at 1.0 (identity) because 0.90 cost -7% PnL.,gated by InpECv2MinTrades; folds InpECVol* via m_volAdjustment,"src comment ctrl:15 '(1.0=no reduction, tested 0.90=-7% PnL)'"
InpEnableECv2,bool,bool,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Core risk multipliers,,Production,Active,Evidence-backed-adopted,"honest-backtest-baseline FULL $32,490.33 / tag release-ultimate-gold-v1-32490",P3,Keep,Low,CEquityCurveRiskController::GetRiskMultiplier (CEquityCurveRiskController.mqh:472); OnInit gate (UltimateTrader.mq5:1786),,OnInit: InpEnableECv2 -> Initialize() (mq5:1786-1787); GetRiskMultiplier returns 1.0 if !InpEnableECv2 (ctrl:472); mult applied only if <1.0 at CTradeOrchestrator.mqh:479-484,,true,true,true,true (governor live),static (init-effective = runtime scalar),—,—,—,Master enable for the continuous per-trade R drawdown risk governor; the sole adaptive sizing throttle in the book.,gates whole EC controller (all InpECv2*/InpECVol*/InpECFwd*/InpECStrat*),Init print mq5:1788; baseline config-of-record risk_R90.ini md5 cebf9578
InpECv2MinMult,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Drawdown throttling,,Production,Active,Evidence-backed-adopted,floor tuned in EC v3,P2,Fix,Medium,"CEquityCurveRiskController::MapSeverityToMultiplier floor (ctrl:126); Clamp lower bound (ctrl:439,459,480); composite floor (ctrl:501)",,"targetMult/currentMult clamped low at MinMult (ctrl:439,459); BUT composite floor = InpECv2MinMult*InpECVolFloor*InpECFwdFloor (ctrl:501)","clamp, stack",0.70,0.7,0.700000,"labeled 0.70 worst-case, but effective post-warmup composite floor = 0.70*0.90*0.92 = 0.58 (ctrl:501); 0.70 only in the warmup path (ctrl:480)","feeds composite m_currentMult × m_volAdjustment × m_fwdAdjustment, clamp [0.58,1.00]",EC composite multiplier (CEquityCurveRiskController:501),"[0.58, 1.00] (MinMult×VolFloor×FwdFloor .. MaxMult)","per-trade, state-dependent",Sets the risk-cut floor; the '0.70 worst case' label is wrong — the stacked composite floor bottoms at 0.58.,stacks with InpECVolFloor + InpECFwdFloor at ctrl:501,VERIFIED-FINDING: composite floor stacks to 0.58 not labeled 0.70 (ctrl:501)
InpECv2ModerateZone,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Drawdown throttling,,Production,Active,Engineering-default,,P3,Keep,Low,"CEquityCurveRiskController::MapSeverityToMultiplier (ctrl:124,129-130)",,"z1=InpECv2ModerateZone; sev<z1 -> 1.0-0.15*(sev/z1); z1<=sev<z2 -> 0.85 knee (ctrl:124,129-130)",,0.20,0.2,0.200000,0.20 (severity knee at 0.85 mult),static (init-effective = runtime scalar),—,—,—,Severity threshold at which the multiplier reaches the 0.85 moderate-cut knee.,with InpECv2SevereZone defines the piecewise cut curve,none
InpECv2SevereZone,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Drawdown throttling,,Production,Active,Engineering-default,,P3,Keep,Low,"CEquityCurveRiskController::MapSeverityToMultiplier (ctrl:125,130-132)",,"z2=InpECv2SevereZone; sev<z2 -> 0.85->0.75; else 0.75->floor via extra=min(1,(sev-z2)/z2) (ctrl:125,130-132)",,0.50,0.5,0.500000,"0.50 (severe knee 0.75, floor reached at sev=1.0)",static (init-effective = runtime scalar),—,—,—,Severity threshold beyond which the multiplier drives from 0.75 down toward InpECv2MinMult.,with InpECv2ModerateZone + InpECv2MinMult,none
InpECv2StepDown,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Drawdown throttling,,Production,Active,Engineering-default,cut-faster-than-add asymmetry,P3,Keep,Low,CEquityCurveRiskController::RecordClosedTradeR (ctrl:454-455),,"if targetMult<currentMult: currentMult=max(target, current-InpECv2StepDown) (ctrl:454-455)",clamp,0.08,0.08,0.080000,0.08 per closed trade (faster than StepUp 0.05),"feeds composite m_currentMult × m_volAdjustment × m_fwdAdjustment, clamp [0.58,1.00]",EC composite multiplier (CEquityCurveRiskController:501),"[0.58, 1.00] (MinMult×VolFloor×FwdFloor .. MaxMult)","per-trade, state-dependent",Max downward step of the smoothed multiplier per trade; intentionally larger than StepUp to de-risk faster than it re-risks.,asymmetric with InpECv2StepUp,none
InpECv2DeadZone,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,EC state calc,,Production,Active,Engineering-default,,P3,Keep,Low,CEquityCurveRiskController::RecordClosedTradeR (ctrl:420),,"m_severity = MathMax(0, -(m_spread + InpECv2DeadZone)) (ctrl:420)",clamp,0.05,0.05,0.050000,0.05 (spread must exceed -0.05 R before severity>0),static (init-effective = runtime scalar),—,—,—,Ignores tiny negative fast-vs-slow spread so trivial underperformance does not trigger a cut.,feeds MapSeverityToMultiplier,none
InpECv2FastPeriod,int,bars,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,EC state calc,,Production,Active,Engineering-default,,P3,Keep,Low,CEquityCurveRiskController::RecordClosedTradeR (CEquityCurveRiskController.mqh:391),,RecordClosedTradeR: fa=2/(FastPeriod+1) EMA smoothing on per-trade R (ctrl:391-393),,20,20,20,20 (fast EMA alpha 0.0952),static (init-effective = runtime scalar),—,—,—,Fast EMA lookback over closed-trade R; short arm of the fast-vs-slow spread that drives severity.,paired with InpECv2SlowPeriod for m_spread,none
InpECv2Hysteresis,int,bars,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,EC state calc,,Production,Shadowed,Engineering-default,,P3,Keep,None,CEquityCurveRiskController::RecordClosedTradeR (ctrl:446),,band-change confirmation: pendingBandCount>=InpECv2Hysteresis -> m_currentBand=new_band (ctrl:442-451). m_currentBand feeds ONLY WriteLogRow (ctrl:249) + GetCurrentBand accessor,,3,3,3,3 -> but only mutates m_currentBand (telemetry); m_currentMult is rate-limited independently at ctrl:453-459,static (init-effective = runtime scalar),—,—,—,Confirms band transitions for the CSV log only; NEW: has zero effect on the sizing multiplier (m_currentBand has no consumer outside the controller).,m_currentBand -> WriteLogRow / GetCurrentBand (both telemetry),NEW: grep found no GetCurrentBand/m_currentBand consumer outside CEquityCurveRiskController.mqh
InpECv2MinTrades,int,bars,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,EC state calc,,Production,Active,Engineering-default,,P3,Keep,Low,CEquityCurveRiskController::RecordClosedTradeR (ctrl:425); GetRiskMultiplier (ctrl:476),,if(m_closedTrades < InpECv2MinTrades) -> warmup branch: targetMult=1.0 (ctrl:425-430) and GetRiskMultiplier returns warmup path (ctrl:476-481),,50,50,50,50 (warmup horizon),static (init-effective = runtime scalar),—,—,—,Closed-trade warmup gate before the severity-mapped multiplier activates; keeps sizing at ~1.0 until enough R history exists.,governs InpECv2WarmupMult path,none
InpECv2SlowPeriod,int,bars,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,EC state calc,,Production,Active,Engineering-default,,P3,Keep,Low,CEquityCurveRiskController::RecordClosedTradeR (CEquityCurveRiskController.mqh:392),,RecordClosedTradeR: sa=2/(SlowPeriod+1) EMA on per-trade R (ctrl:392-394),,50,50,50,50 (slow EMA alpha 0.0392),static (init-effective = runtime scalar),—,—,—,Slow EMA lookback; long arm of the spread = fastEMA - slowEMA feeding severity.,paired with InpECv2FastPeriod,none
InpECFwdCeiling,double,ratio/%,EC LAYER: FORWARD-LOOKING,10,Portfolio & Equity Governance,Forward EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CEquityCurveRiskController::ComputeForwardAdjustment Clamp (ctrl:196),,unreachable — parent off (ctrl:173),clamp,1.02,1.02,1.020000,1.02 (inert),static (init-effective = runtime scalar),—,—,—,Forward-adjustment upper bound; inert while layer disabled and would be MaxMult-clipped anyway.,gated by InpECFwdEnable,none
InpECFwdEnable,bool,bool,EC LAYER: FORWARD-LOOKING,10,Portfolio & Equity Governance,Forward EC layer (rejected),,Rejected-retained,Gated-off,Rejected,"13.6:1 cost/benefit, too noisy for gold",P2,Keep,None,CEquityCurveRiskController::ComputeForwardAdjustment (ctrl:173),,if(!InpECFwdEnable||m_openCount==0) return 1.0 (ctrl:173); m_fwdAdjustment forced to 1.0 in composite (ctrl:490),,false,false,false,false -> forward layer OFF (m_fwdAdjustment==1.0),static (init-effective = runtime scalar),—,—,—,Master toggle for the rejected forward (MAE/MFE stress) layer; disabled so it never adjusts sizing.,gates InpECFwdStressThreshold/StressMult/Ceiling; NOTE InpECFwdFloor still residually stacks the composite floor,VERIFIED-FINDING: Fwd layer rejected 13.6:1 (src comment ctrl:41)
InpECFwdFloor,double,ratio/%,EC LAYER: FORWARD-LOOKING,10,Portfolio & Equity Governance,Forward EC layer (rejected),,Rejected-retained,Clipped,Rejected,layer off but floor residually stacks,P2,Fix,Low,"CEquityCurveRiskController::ComputeForwardAdjustment Clamp (ctrl:196, inert); composite floor (ctrl:501, LIVE)",,"Clamp at ctrl:196 is dead (parent off), BUT ctrl:501 composite floor = InpECv2MinMult*InpECVolFloor*InpECFwdFloor multiplies 0.92 in regardless of InpECFwdEnable","clamp, stack",0.92,0.92,0.920000,0.92 residually LIVE in the composite floor even though the forward layer is disabled -> deepens floor 0.63 -> 0.58,"stacks into EC composite floor bound: MinMult×VolFloor×InpECFwdFloor = 0.70×0.90×0.92 = 0.58 (residual even with Fwd layer OFF, CEquityCurveRiskController:501)",EC lower clamp bound,contributes ×0.92 to the 0.58 floor,—,A disabled layer's floor still tightens the global composite floor; the forward layer being OFF does not remove its 0.92 factor.,stacks with InpECv2MinMult + InpECVolFloor at ctrl:501,VERIFIED-FINDING: InpECFwdFloor still multiplies the lower-clamp bound (ctrl:501)
InpECFwdStressMult,double,ratio/%,EC LAYER: FORWARD-LOOKING,10,Portfolio & Equity Governance,Forward EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CEquityCurveRiskController::ComputeForwardAdjustment (ctrl:186),,unreachable — parent off (ctrl:173),,0.95,0.95,0.950000,0.95 (inert),static (init-effective = runtime scalar),—,—,—,Stress reduction multiplier; inert while forward layer disabled.,gated by InpECFwdEnable,none
InpECFwdStressThreshold,double,ratio/%,EC LAYER: FORWARD-LOOKING,10,Portfolio & Equity Governance,Forward EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,"CEquityCurveRiskController::ComputeForwardAdjustment (ctrl:181,185)",,unreachable — parent InpECFwdEnable=false returns before use (ctrl:173),,1.50,1.5,1.500000,"1.50 (inert, parent off)",static (init-effective = runtime scalar),—,—,—,MAE/MFE stress ratio threshold; inert because the forward layer is disabled.,gated by InpECFwdEnable,none
InpECv2ProtectRecovery,bool,bool,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Recovery rules,,Production,Active,Evidence-backed-adopted,softens cuts when slope>0,P3,Keep,Low,CEquityCurveRiskController::RecordClosedTradeR (ctrl:436-437); Init print (UltimateTrader.mq5:1788),,if(InpECv2ProtectRecovery && spread<0 && slope>0) targetMult += InpECv2RecoveryBias (ctrl:436-437),,true,true,true,true,static (init-effective = runtime scalar),—,—,—,"Softens a cut mid-drawdown when the fast EMA is turning up, so recovery isn't strangled.",drives InpECv2RecoveryBias,none
InpECv2RecoveryBias,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Recovery rules,,Production,Conditional,Engineering-default,,P3,Keep,Low,CEquityCurveRiskController::RecordClosedTradeR (ctrl:437),,"only when InpECv2ProtectRecovery && spread<0 && slope>0: targetMult += 0.05, then Clamp[MinMult,MaxMult] (ctrl:437,439)",,0.05,0.05,0.050000,"0.05 upward bias (clamped, cannot exceed MaxMult=1.0)",static (init-effective = runtime scalar),—,—,—,Magnitude of the recovery softening added to the target multiplier during an improving drawdown.,gated by InpECv2ProtectRecovery,none
InpECv2StepUp,double,ratio/%,EQUITY CURVE v2 CORE,10,Portfolio & Equity Governance,Recovery rules,,Production,Active,Engineering-default,,P3,Keep,Low,CEquityCurveRiskController::RecordClosedTradeR (ctrl:456-457),,"if targetMult>currentMult: currentMult=min(target, current+InpECv2StepUp) (ctrl:456-457)",clamp,0.05,0.05,0.050000,0.05 per closed trade,"feeds composite m_currentMult × m_volAdjustment × m_fwdAdjustment, clamp [0.58,1.00]",EC composite multiplier (CEquityCurveRiskController:501),"[0.58, 1.00] (MinMult×VolFloor×FwdFloor .. MaxMult)","per-trade, state-dependent",Max upward step when the multiplier recovers toward 1.0; rate-limits re-risking.,asymmetric with InpECv2StepDown,none
InpECStratDeadZone,double,ratio/%,EC LAYER: STRATEGY-WEIGHTED,10,Portfolio & Equity Governance,Strategy-weighted EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,"CEquityCurveRiskController::ComputeStrategyAdjustment (ctrl:207,216,219)",,guarded by ctrl:202 — dead,clamp,0.03,0.03,0.030000,0.03 (inert),static (init-effective = runtime scalar),—,—,—,Per-group dead zone on the group spread; inert.,gated by InpECStratEnable,none
InpECStratEnable,bool,bool,EC LAYER: STRATEGY-WEIGHTED,10,Portfolio & Equity Governance,Strategy-weighted EC layer (rejected),,Rejected-retained,Gated-off,Rejected,"flips 2021 negative, -1.6R for $133 DD savings",P2,Keep,None,CEquityCurveRiskController::ComputeStrategyAdjustment (ctrl:202); RecordClosedTradeR (ctrl:399); GetRiskMultiplier (ctrl:493),,"if(!InpECStratEnable) return 1.0 (ctrl:202); per-group EMA + lookup skipped (ctrl:399,493)",,false,false,false,false -> per-group layer OFF,static (init-effective = runtime scalar),—,—,—,Master toggle for the rejected per-strategy-group EC layer; disabled so no group weighting applies.,gates InpECStrat* children; LATENT: read-path keys group off signal.comment vs write-path pattern_name (see NEW issue),"VERIFIED-FINDING: Strat layer rejected, flips 2021 negative (src comment ctrl:49)"
InpECStratFastPeriod,int,bars,EC LAYER: STRATEGY-WEIGHTED,10,Portfolio & Equity Governance,Strategy-weighted EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CEquityCurveRiskController::RecordClosedTradeR (ctrl:408),,reached only inside if(InpECStratEnable...) block (ctrl:399) — dead,,10,10,10,"10 (inert, parent off)",static (init-effective = runtime scalar),—,—,—,Per-group fast EMA period; inert while strategy layer disabled.,gated by InpECStratEnable,none
InpECStratMaxAdj,double,ratio/%,EC LAYER: STRATEGY-WEIGHTED,10,Portfolio & Equity Governance,Strategy-weighted EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,"CEquityCurveRiskController::ComputeStrategyAdjustment (ctrl:220,223)",,guarded by ctrl:202 — dead; also >1.0 would be MaxMult-clipped,clamp,1.05,1.05,1.050000,"1.05 (inert, upside would be clipped anyway)",static (init-effective = runtime scalar),—,—,—,Per-group adjustment ceiling; inert.,gated by InpECStratEnable; clipped by InpECv2MaxMult,none
InpECStratMinAdj,double,ratio/%,EC LAYER: STRATEGY-WEIGHTED,10,Portfolio & Equity Governance,Strategy-weighted EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,"CEquityCurveRiskController::ComputeStrategyAdjustment (ctrl:214,223)",,"inside ComputeStrategyAdjustment, guarded by ctrl:202 — dead",clamp,0.90,0.9,0.900000,0.90 (inert),static (init-effective = runtime scalar),—,—,—,Per-group adjustment floor; inert.,gated by InpECStratEnable,none
InpECStratMinTrades,int,bars,EC LAYER: STRATEGY-WEIGHTED,10,Portfolio & Equity Governance,Strategy-weighted EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CEquityCurveRiskController::ComputeStrategyAdjustment (ctrl:204),,reached only if InpECStratEnable (ctrl:202 returns 1.0 first) — dead,,20,20,20,20 (inert),static (init-effective = runtime scalar),—,—,—,Per-group warmup gate; inert while layer disabled.,gated by InpECStratEnable,none
InpECStratSlowPeriod,int,bars,EC LAYER: STRATEGY-WEIGHTED,10,Portfolio & Equity Governance,Strategy-weighted EC layer (rejected),,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CEquityCurveRiskController::RecordClosedTradeR (ctrl:409),,inside InpECStratEnable block (ctrl:399) — dead,,30,30,30,30 (inert),static (init-effective = runtime scalar),—,—,—,Per-group slow EMA period; inert.,gated by InpECStratEnable,none
